in s,C1 in V,C2 in V,C3 in V
-7.0566760E-03,1.876471747368E-02,-7.81634682743E-01,3.670380542787E-02
-7.0564920E-03,1.876557654425E-02,-7.81734818546E-01,3.670534203095E-02
-7.0563080E-03,1.876214467528E-02,-7.81627057539E-01,3.670392948935E-02
-7.0561240E-03,1.876225982284E-02,-7.81707107043E-01,3.670282566255E-02
-7.0559400E-03,1.875781807772E-02,-7.81361195212E-01,3.670439727405E-02
-7.0557560E-03,1.876086100194E-02,-7.81567236362E-01,3.670294073211E-02
-7.0555720E-03,1.875320898908E-02,-7.82051691739E-01,3.670190080801E-02
-7.0553880E-03,1.875112971713E-02,-7.80624607531E-01,3.670198865967E-02
-7.0552040E-03,1.875256632062E-02,-7.81492926134E-01,3.670239317497E-02
-7.0550200E-03,1.875251330974E-02,-7.81754869921E-01,3.670228667358E-02
-7.0548360E-03,1.875586177296E-02,-7.81685968349E-01,3.670125457725E-02
-7.0546520E-03,1.875532770137E-02,-7.81621581363E-01,3.670034600688E-02
-7.0544680E-03,1.875671001224E-02,-7.81380187208E-01,3.669973796966E-02
-7.0542840E-03,1.875468688741E-02,-7.81596223777E-01,3.669870280461E-02
-7.0541000E-03,1.875816691740E-02,-7.81571592623E-01,3.669921497149E-02
-7.0539160E-03,1.875324379493E-02,-7.81960177654E-01,3.669963813188E-02
-7.0537320E-03,1.875655663389E-02,-7.81482246192E-01,3.669811090255E-02
-7.0535480E-03,1.875477126873E-02,-7.81425819686E-01,3.670142106513E-02
-7.0533640E-03,1.874888212377E-02,-7.81538772816E-01,3.670121204840E-02
-7.0531800E-03,1.874527481341E-02,-7.81532661011E-01,3.670221247511E-02
-7.0529960E-03,1.874514543059E-02,-7.81133449590E-01,3.670474511838E-02
-7.0528120E-03,1.875160351119E-02,-7.81207389617E-01,3.670355807791E-02
-7.0526280E-03,1.875525143769E-02,-7.81451882748E-01,3.670164077809E-02
-7.0524440E-03,1.875607583279E-02,-7.81521834386E-01,3.670298424350E-02
-7.0522600E-03,1.875176271730E-02,-7.81443158584E-01,3.670028982950E-02
-7.0520760E-03,1.875467998398E-02,-7.81074427022E-01,3.670106958864E-02
-7.0518920E-03,1.875241721588E-02,-7.81126979226E-01,3.670156370649E-02
-7.0517080E-03,1.875249360412E-02,-7.80896888999E-01,3.670179297948E-02
-7.0515240E-03,1.875318127757E-02,-7.81746308738E-01,3.670223452883E-02
-7.0513400E-03,1.875258416011E-02,-7.80968333082E-01,3.670071100151E-02
-7.0511560E-03,1.875707336076E-02,-7.81244896306E-01,3.670127945287E-02
-7.0509720E-03,1.875814069950E-02,-7.81592682423E-01,3.670105384929E-02
-7.0507880E-03,1.875732981091E-02,-7.81278787134E-01,3.669991623411E-02
-7.0506040E-03,1.875909284296E-02,-7.81199526926E-01,3.669976486160E-02
-7.0504200E-03,1.875804926342E-02,-7.81084776344E-01,3.669999268638E-02
-7.0502360E-03,1.876006766645E-02,-7.81303164503E-01,3.670031925930E-02
-7.0500520E-03,1.875664311185E-02,-7.80964135146E-01,3.670021656701E-02
-7.0498680E-03,1.875556932835E-02,-7.81042487314E-01,3.670130750896E-02
-7.0496840E-03,1.875536283202E-02,-7.80729884235E-01,3.669977326678E-02
-7.0495000E-03,1.875585455986E-02,-7.80923173251E-01,3.670023269752E-02
-7.0493160E-03,1.875404488485E-02,-7.80556304334E-01,3.670083168229E-02
-7.0491320E-03,1.875118898417E-02,-7.80747367488E-01,3.669954158166E-02
-7.0489480E-03,1.875192364984E-02,-7.80802885955E-01,3.669805652728E-02
-7.0487640E-03,1.875129006760E-02,-7.80924227973E-01,3.670141353538E-02
-7.0485800E-03,1.875114868468E-02,-7.80590360472E-01,3.669996322865E-02
-7.0483960E-03,1.875348562099E-02,-7.80830651009E-01,3.670054160325E-02
-7.0482120E-03,1.875554055747E-02,-7.80987818679E-01,3.670133034034E-02
-7.0480280E-03,1.875593373625E-02,-7.80572835309E-01,3.670132855220E-02
-7.0478440E-03,1.875368253168E-02,-7.80507500702E-01,3.670337744789E-02
-7.0476600E-03,1.875678174154E-02,-7.80782999890E-01,3.670198963290E-02
-7.0474760E-03,1.875845194518E-02,-7.80463954387E-01,3.670316161854E-02
-7.0472920E-03,1.875905923968E-02,-7.80700615095E-01,3.670277026283E-02
-7.0471080E-03,1.875649677895E-02,-7.80816050200E-01,3.670547689578E-02
-7.0469240E-03,1.875649806418E-02,-7.80519416975E-01,3.670451314921E-02
-7.0467400E-03,1.875564693663E-02,-7.80281815631E-01,3.670570472522E-02
-7.0465560E-03,1.875606146249E-02,-7.80361883761E-01,3.670514061848E-02
-7.0463720E-03,1.875507805104E-02,-7.80446252273E-01,3.670605340773E-02
-7.0461880E-03,1.875854306695E-02,-7.80422431370E-01,3.670423082808E-02
-7.0460040E-03,1.875702290985E-02,-7.80496734614E-01,3.670435118290E-02
-7.0458200E-03,1.875605408525E-02,-7.80240241392E-01,3.670498309923E-02
-7.0456360E-03,1.876271237809E-02,-7.80472885771E-01,3.670494139927E-02
-7.0454520E-03,1.875870864911E-02,-7.80685062008E-01,3.670461788574E-02
-7.0452680E-03,1.875775616107E-02,-7.80345371412E-01,3.670696962426E-02
-7.0450840E-03,1.875684302839E-02,-7.80369481025E-01,3.670760292826E-02
-7.0449000E-03,1.875679883248E-02,-7.80131127639E-01,3.670783967977E-02
-7.0447160E-03,1.875537452245E-02,-7.80584085686E-01,3.670719932100E-02
-7.0445320E-03,1.875041063133E-02,-7.80687900214E-01,3.670647588359E-02
-7.0443480E-03,1.875180632066E-02,-7.80253522051E-01,3.670697699567E-02
-7.0441640E-03,1.875262709175E-02,-7.80553312460E-01,3.670703118468E-02
-7.0439800E-03,1.875395170602E-02,-7.80394889833E-01,3.670555184862E-02
-7.0437960E-03,1.875348184680E-02,-7.80337196728E-01,3.670647844939E-02
-7.0436120E-03,1.875435207694E-02,-7.80203028070E-01,3.670625390286E-02
-7.0434280E-03,1.875959344049E-02,-7.80598348891E-01,3.670620769529E-02
-7.0432440E-03,1.875846741911E-02,-7.80262213619E-01,3.670612587860E-02
-7.0430600E-03,1.875393383162E-02,-7.80176811339E-01,3.670671264442E-02
-7.0428760E-03,1.875120762227E-02,-7.80343243340E-01,3.670615249114E-02
-7.0426920E-03,1.875221999552E-02,-7.80446578236E-01,3.670655834755E-02
-7.0425080E-03,1.874992795711E-02,-7.80281594442E-01,3.670490744324E-02
-7.0423240E-03,1.875347592126E-02,-7.80037401663E-01,3.670587373232E-02
-7.0421400E-03,1.875067035741E-02,-7.80221016565E-01,3.670610300532E-02
-7.0419560E-03,1.875580697976E-02,-7.80040798662E-01,3.670583294505E-02
-7.0417720E-03,1.875436713643E-02,-7.80270893546E-01,3.670563360477E-02
-7.0415880E-03,1.875618390696E-02,-7.79712819448E-01,3.670523999525E-02
-7.0414040E-03,1.875725118866E-02,-7.80291950749E-01,3.670449179864E-02
-7.0412200E-03,1.875418362979E-02,-7.79777059751E-01,3.670548007624E-02
-7.0410360E-03,1.875323939210E-02,-7.79838836705E-01,3.670450987095E-02
-7.0408520E-03,1.875320114618E-02,-7.79908024659E-01,3.670561094569E-02
-7.0406680E-03,1.875079581936E-02,-7.79823099682E-01,3.670761449529E-02
-7.0404840E-03,1.875192165215E-02,-7.79824140435E-01,3.670583950622E-02
-7.0403000E-03,1.875529119934E-02,-7.79771744227E-01,3.670697334955E-02
-7.0401160E-03,1.875588519106E-02,-7.79909919901E-01,3.670635067659E-02
-7.0399320E-03,1.874993065562E-02,-7.79755113134E-01,3.670580424635E-02
-7.0397480E-03,1.875512126324E-02,-7.79774021311E-01,3.670679184875E-02
-7.0395640E-03,1.875234263091E-02,-7.79906588094E-01,3.670801187666E-02
-7.0393800E-03,1.875243754432E-02,-7.79795816587E-01,3.670663507922E-02
-7.0391960E-03,1.875408994456E-02,-7.80106370756E-01,3.670622719718E-02
-7.0390120E-03,1.875065738758E-02,-7.79734011693E-01,3.670718816841E-02
-7.0388280E-03,1.875467473481E-02,-7.79976474540E-01,3.670710849842E-02
-7.0386440E-03,1.875411172587E-02,-7.79819344124E-01,3.670522095902E-02
-7.0384600E-03,1.875483957891E-02,-7.79426642647E-01,3.670642559217E-02
-7.0382760E-03,1.875101032740E-02,-7.79956413852E-01,3.670593809137E-02
-7.0380920E-03,1.874957200679E-02,-7.79467516066E-01,3.670649475684E-02
-7.0379080E-03,1.875033235833E-02,-7.79823630536E-01,3.670608762452E-02
-7.0377240E-03,1.875575092927E-02,-7.79704824043E-01,3.670775454758E-02
-7.0375400E-03,1.875358575213E-02,-7.79407850886E-01,3.670714004232E-02
-7.0373560E-03,1.875321300890E-02,-7.79551116237E-01,3.670700615538E-02
-7.0371720E-03,1.875840700537E-02,-7.80017950991E-01,3.670774178846E-02
-7.0369880E-03,1.875942757892E-02,-7.79586669477E-01,3.670716980739E-02
-7.0368040E-03,1.875948491812E-02,-7.79447918711E-01,3.670691995217E-02
-7.0366200E-03,1.875492401261E-02,-7.79315808276E-01,3.670659576343E-02
-7.0364360E-03,1.875899106686E-02,-7.79241244262E-01,3.670603947980E-02
-7.0362520E-03,1.875569200915E-02,-7.79049331276E-01,3.670652945327E-02
-7.0360680E-03,1.875283091402E-02,-7.79495947016E-01,3.670816392439E-02
-7.0358840E-03,1.875535146057E-02,-7.79178524343E-01,3.670679142965E-02
-7.0357000E-03,1.875342363798E-02,-7.79490612866E-01,3.670403106870E-02
-7.0355160E-03,1.875041545209E-02,-7.79304855922E-01,3.670499459175E-02
-7.0353320E-03,1.874627693629E-02,-7.79253619211E-01,3.670488523586E-02
-7.0351480E-03,1.875086899803E-02,-7.79594904697E-01,3.670567811733E-02
-7.0349640E-03,1.875550139769E-02,-7.79368171887E-01,3.670447239453E-02
-7.0347800E-03,1.875250418976E-02,-7.79464247124E-01,3.670253688736E-02
-7.0345960E-03,1.875930259659E-02,-7.78960834676E-01,3.670457392266E-02
-7.0344120E-03,1.876447506322E-02,-7.79185143718E-01,3.670345000723E-02
-7.0342280E-03,1.876264467792E-02,-7.79265570408E-01,3.670515426701E-02
-7.0340440E-03,1.876091355880E-02,-7.79392356006E-01,3.670401076587E-02
-7.0338600E-03,1.876097393645E-02,-7.79385538725E-01,3.670454987125E-02
-7.0336760E-03,1.875905153531E-02,-7.78696523001E-01,3.670550940825E-02
-7.0334920E-03,1.875782219533E-02,-7.78921432747E-01,3.670560779316E-02
-7.0333080E-03,1.875112003836E-02,-7.78870526655E-01,3.670597462716E-02
-7.0331240E-03,1.875663413157E-02,-7.78738309117E-01,3.670652999809E-02
-7.0329400E-03,1.875651416325E-02,-7.79038304416E-01,3.670639646506E-02
-7.0327560E-03,1.876001582903E-02,-7.78659670567E-01,3.670597245717E-02
-7.0325720E-03,1.875502981202E-02,-7.78957910323E-01,3.670551901018E-02
-7.0323880E-03,1.875963290062E-02,-7.79123064084E-01,3.670408147188E-02
-7.0322040E-03,1.875646200686E-02,-7.78985824389E-01,3.670540986849E-02
-7.0320200E-03,1.875829089972E-02,-7.79097480653E-01,3.670423956854E-02
-7.0318360E-03,1.876069501465E-02,-7.79432116495E-01,3.670590735307E-02
-7.0316520E-03,1.875955124808E-02,-7.78974543745E-01,3.670519938959E-02
-7.0314680E-03,1.875629447241E-02,-7.78781734360E-01,3.670603143318E-02
-7.0312840E-03,1.875133168840E-02,-7.78957484243E-01,3.670699282816E-02
-7.0311000E-03,1.875444772959E-02,-7.78963642614E-01,3.670713031931E-02
-7.0309160E-03,1.875059052094E-02,-7.79075764539E-01,3.670775707612E-02
-7.0307320E-03,1.874906215541E-02,-7.78718322935E-01,3.670638618326E-02
-7.0305480E-03,1.874955544671E-02,-7.79080283781E-01,3.670555146212E-02
-7.0303640E-03,1.874547206521E-02,-7.78811576264E-01,3.670516326359E-02
-7.0301800E-03,1.874831830690E-02,-7.79086414212E-01,3.670780076912E-02
-7.0299960E-03,1.874796885488E-02,-7.78649959201E-01,3.670605863245E-02
-7.0298120E-03,1.875343691398E-02,-7.78546463652E-01,3.670635745196E-02
-7.0296280E-03,1.875100719466E-02,-7.78568924824E-01,3.670601936789E-02
-7.0294440E-03,1.875435740062E-02,-7.78829997824E-01,3.670585409539E-02
-7.0292600E-03,1.875409156623E-02,-7.78502419079E-01,3.670584176002E-02
-7.0290760E-03,1.875191879066E-02,-7.78545685997E-01,3.670517272582E-02
-7.0288920E-03,1.875130920278E-02,-7.78286172962E-01,3.670608058373E-02
-7.0287080E-03,1.875087724722E-02,-7.78416313650E-01,3.670524813967E-02
-7.0285240E-03,1.875272538237E-02,-7.78899835376E-01,3.670574403169E-02
-7.0283400E-03,1.875322343738E-02,-7.78401573142E-01,3.670568241073E-02
-7.0281560E-03,1.875421096295E-02,-7.78338396875E-01,3.670645604642E-02
-7.0279720E-03,1.875367070971E-02,-7.78658725275E-01,3.670478019198E-02
-7.0277880E-03,1.875689040826E-02,-7.78179238504E-01,3.670541156350E-02
-7.0276040E-03,1.875818798159E-02,-7.78463033447E-01,3.670610510545E-02
-7.0274200E-03,1.875785466473E-02,-7.77907269029E-01,3.670663039932E-02
-7.0272360E-03,1.875416172858E-02,-7.78365945397E-01,3.670540407101E-02
-7.0270520E-03,1.875185998812E-02,-7.78387517156E-01,3.670598112313E-02
-7.0268680E-03,1.874560874261E-02,-7.78593013482E-01,3.670380138127E-02
-7.0266840E-03,1.874888655570E-02,-7.78337677428E-01,3.670608185964E-02
-7.0265000E-03,1.875020909313E-02,-7.78605972836E-01,3.670769288005E-02
-7.0263160E-03,1.874380970913E-02,-7.78641237365E-01,3.670402949011E-02
-7.0261320E-03,1.874991673118E-02,-7.78382364614E-01,3.670450006412E-02
-7.0259480E-03,1.874667429788E-02,-7.78173382813E-01,3.670435076380E-02
-7.0257640E-03,1.874592062043E-02,-7.77720566792E-01,3.670632144703E-02
-7.0255800E-03,1.874524062340E-02,-7.78213867405E-01,3.670690732809E-02
-7.0253960E-03,1.875097005934E-02,-7.78058234090E-01,3.670745348824E-02
-7.0252120E-03,1.875180281073E-02,-7.78466300061E-01,3.670895898981E-02
-7.0250280E-03,1.874889269428E-02,-7.78151680669E-01,3.670802915735E-02
-7.0248440E-03,1.874716796753E-02,-7.78035800857E-01,3.670895418419E-02
-7.0246600E-03,1.874258848795E-02,-7.77542276727E-01,3.670760002254E-02
-7.0244760E-03,1.874500914201E-02,-7.77751167724E-01,3.670677712919E-02
-7.0242920E-03,1.874898960072E-02,-7.77933045709E-01,3.670885099364E-02
-7.0241080E-03,1.875346676636E-02,-7.77837969316E-01,3.670813034555E-02
-7.0239240E-03,1.875106371081E-02,-7.77912542643E-01,3.670732403440E-02
-7.0237400E-03,1.875238739609E-02,-7.78098839754E-01,3.670928209821E-02
-7.0235560E-03,1.875211755818E-02,-7.77645625593E-01,3.670807780033E-02
-7.0233720E-03,1.875196369787E-02,-7.77811109973E-01,3.670826738967E-02
-7.0231880E-03,1.875654692718E-02,-7.77608528687E-01,3.670732151518E-02
-7.0230040E-03,1.875218800342E-02,-7.77940810611E-01,3.670612100313E-02
-7.0228200E-03,1.875232591716E-02,-7.77794355480E-01,3.670515712151E-02
-7.0226360E-03,1.875231718136E-02,-7.77812392870E-01,3.670587179052E-02
-7.0224520E-03,1.875025825299E-02,-7.77883205982E-01,3.670683912734E-02
-7.0222680E-03,1.874580702003E-02,-7.77850656258E-01,3.670699269312E-02
-7.0220840E-03,1.874393846447E-02,-7.77578572696E-01,3.670964093680E-02
-7.0219000E-03,1.874575021983E-02,-7.77439367911E-01,3.670835124129E-02
-7.0217160E-03,1.874088017343E-02,-7.77788564982E-01,3.671088317210E-02
-7.0215320E-03,1.874119077533E-02,-7.77119370131E-01,3.671000591746E-02
-7.0213480E-03,1.874500557271E-02,-7.77414694848E-01,3.671095353818E-02
-7.0211640E-03,1.874644815762E-02,-7.77666543098E-01,3.670918815104E-02
-7.0209800E-03,1.874521145554E-02,-7.77690920467E-01,3.670835794682E-02
-7.0207960E-03,1.874525065840E-02,-7.77539215004E-01,3.670785367290E-02
-7.0206120E-03,1.874817327669E-02,-7.77445083903E-01,3.671009991119E-02
-7.0204280E-03,1.874857383737E-02,-7.77350279922E-01,3.671036318211E-02
-7.0202440E-03,1.874778422949E-02,-7.77333418326E-01,3.670974404817E-02
-7.0200600E-03,1.874493756288E-02,-7.77594530908E-01,3.670979687745E-02
-7.0198760E-03,1.874834833507E-02,-7.77354263654E-01,3.670924482668E-02
-7.0196920E-03,1.874817556775E-02,-7.77484141244E-01,3.670845188933E-02
-7.0195080E-03,1.874872162546E-02,-7.77437153691E-01,3.670785525614E-02
-7.0193240E-03,1.875049349692E-02,-7.77549915900E-01,3.670815869035E-02
-7.0191400E-03,1.875111587768E-02,-7.77297692792E-01,3.670748116715E-02
-7.0189560E-03,1.875277458298E-02,-7.76527572842E-01,3.670859133160E-02
-7.0187720E-03,1.874999504377E-02,-7.77672803914E-01,3.670846784288E-02
-7.0185880E-03,1.875356396268E-02,-7.77279441198E-01,3.670869998435E-02
-7.0184040E-03,1.875439527750E-02,-7.76907876087E-01,3.670905035721E-02
-7.0182200E-03,1.875331237752E-02,-7.76993296994E-01,3.670988741132E-02
-7.0180360E-03,1.874806164255E-02,-7.76966973161E-01,3.671015804434E-02
-7.0178520E-03,1.875052391508E-02,-7.76984207286E-01,3.670939393608E-02
-7.0176680E-03,1.874659833921E-02,-7.77071693400E-01,3.670991158379E-02
-7.0174840E-03,1.874720061853E-02,-7.77509021526E-01,3.670976748025E-02
-7.0173000E-03,1.874934310982E-02,-7.77445025695E-01,3.671154534711E-02
-7.0171160E-03,1.875247668199E-02,-7.77115069749E-01,3.670978334533E-02
-7.0169320E-03,1.875060217412E-02,-7.77029418340E-01,3.671043385552E-02
-7.0167480E-03,1.875241226357E-02,-7.77274642559E-01,3.670892680796E-02
-7.0165640E-03,1.875374745534E-02,-7.77213436039E-01,3.670954463339E-02
-7.0163800E-03,1.874977102926E-02,-7.77163703414E-01,3.671059076475E-02
-7.0161960E-03,1.875055234254E-02,-7.77224274306E-01,3.670914281892E-02
-7.0160120E-03,1.875339010920E-02,-7.77268828778E-01,3.670968374969E-02
-7.0158280E-03,1.874961830283E-02,-7.76939834421E-01,3.670971645309E-02
-7.0156440E-03,1.875122332437E-02,-7.76873344975E-01,3.671063462073E-02
-7.0154600E-03,1.874972822683E-02,-7.77055621101E-01,3.671060549362E-02
-7.0152760E-03,1.874510710899E-02,-7.76817116374E-01,3.671051667338E-02
-7.0150920E-03,1.874992317710E-02,-7.76698468206E-01,3.670926140888E-02
-7.0149080E-03,1.874921983297E-02,-7.76784431608E-01,3.670951404410E-02
-7.0147240E-03,1.875139931756E-02,-7.76923051989E-01,3.670977206701E-02
-7.0145400E-03,1.875481096286E-02,-7.77194309002E-01,3.671153085107E-02
-7.0143560E-03,1.875372959840E-02,-7.76654311875E-01,3.671013203716E-02
-7.0141720E-03,1.875556974512E-02,-7.77090233704E-01,3.670882558716E-02
-7.0139880E-03,1.875461188684E-02,-7.76857561385E-01,3.670869509025E-02
-7.0138040E-03,1.875063790431E-02,-7.76889244979E-01,3.670878226204E-02
-7.0136200E-03,1.875528156132E-02,-7.76912174141E-01,3.670751385657E-02
-7.0134360E-03,1.874625059616E-02,-7.76760182297E-01,3.671081793761E-02
-7.0132520E-03,1.874320917487E-02,-7.77255191887E-01,3.671088686479E-02
-7.0130680E-03,1.874271431312E-02,-7.76960542379E-01,3.671124111196E-02
-7.0128840E-03,1.874158259787E-02,-7.76989597315E-01,3.671265005866E-02
-7.0127000E-03,1.874313916735E-02,-7.76371129276E-01,3.671375053735E-02
-7.0125160E-03,1.874463689005E-02,-7.76400656858E-01,3.671482966082E-02
-7.0123320E-03,1.874667963319E-02,-7.76778999669E-01,3.671601624960E-02
-7.0121480E-03,1.874279264317E-02,-7.76639550412E-01,3.671458678586E-02
-7.0119640E-03,1.874691183519E-02,-7.76498876465E-01,3.671380797667E-02
-7.0117800E-03,1.874572742571E-02,-7.76479248842E-01,3.671203288516E-02
-7.0115960E-03,1.874823799663E-02,-7.76815810194E-01,3.671173194690E-02
-7.0114120E-03,1.874932140301E-02,-7.76519947639E-01,3.671332562143E-02
-7.0112280E-03,1.874566719358E-02,-7.76394882658E-01,3.671166019781E-02
-7.0110440E-03,1.874902393044E-02,-7.76596555905E-01,3.671251846744E-02
-7.0108600E-03,1.874725958522E-02,-7.76092531113E-01,3.671323209336E-02
-7.0106760E-03,1.875070907365E-02,-7.76451767841E-01,3.671433435088E-02
-7.0104920E-03,1.874965936601E-02,-7.76310216123E-01,3.671277809689E-02
-7.0103080E-03,1.875217764711E-02,-7.76717148209E-01,3.671162355492E-02
-7.0101240E-03,1.875117437871E-02,-7.76247936254E-01,3.671140276628E-02
-7.0099400E-03,1.874658950445E-02,-7.76278760703E-01,3.671167801401E-02
-7.0097560E-03,1.874476856276E-02,-7.75878827507E-01,3.671043128042E-02
-7.0095720E-03,1.874926519304E-02,-7.76400072454E-01,3.671257565530E-02
-7.0093880E-03,1.874763772430E-02,-7.76073455298E-01,3.671239780994E-02
-7.0092040E-03,1.874903450327E-02,-7.75917053642E-01,3.671287813025E-02
-7.0090200E-03,1.874534920513E-02,-7.75976339309E-01,3.671290971139E-02
-7.0088360E-03,1.874553979215E-02,-7.76381976856E-01,3.671279273262E-02
-7.0086520E-03,1.874520561498E-02,-7.76016858825E-01,3.671207926037E-02
-7.0084680E-03,1.874781978506E-02,-7.76081655594E-01,3.671260360429E-02
-7.0082840E-03,1.874591566113E-02,-7.76109555690E-01,3.671297509490E-02
-7.0081000E-03,1.874118313965E-02,-7.76193016162E-01,3.671319612103E-02
-7.0079160E-03,1.874038669470E-02,-7.75993438391E-01,3.671220821595E-02
-7.0077320E-03,1.874137391060E-02,-7.76234338945E-01,3.671104557613E-02
-7.0075480E-03,1.874623925964E-02,-7.76335706422E-01,3.671155513531E-02
-7.0073640E-03,1.874896181122E-02,-7.76234180620E-01,3.671132215565E-02
-7.0071800E-03,1.875191826563E-02,-7.76192101138E-01,3.671020644052E-02
-7.0069960E-03,1.874911633393E-02,-7.76348051103E-01,3.671131080283E-02
-7.0068120E-03,1.875052028409E-02,-7.76062100148E-01,3.671233462436E-02
-7.0066280E-03,1.874974686958E-02,-7.76039187284E-01,3.671178081805E-02
-7.0064440E-03,1.874466725815E-02,-7.76432449883E-01,3.671002222491E-02
-7.0062600E-03,1.874260542056E-02,-7.76176045137E-01,3.671113616122E-02
-7.0060760E-03,1.874533187205E-02,-7.76031634258E-01,3.670939561246E-02
-7.0058920E-03,1.874219413687E-02,-7.75452530896E-01,3.671045990462E-02
-7.0057080E-03,1.874518635989E-02,-7.75768922130E-01,3.671241281355E-02
-7.0055240E-03,1.874677160828E-02,-7.75566555047E-01,3.670968384283E-02
-7.0053400E-03,1.874613721812E-02,-7.75846301066E-01,3.670867414946E-02
-7.0051560E-03,1.874930090344E-02,-7.75849926239E-01,3.670780874589E-02
-7.0049720E-03,1.875154617781E-02,-7.75390758598E-01,3.670952306861E-02
-7.0047880E-03,1.875147747880E-02,-7.75578757701E-01,3.670945739640E-02
-7.0046040E-03,1.875409910528E-02,-7.75893989438E-01,3.670869966770E-02
-7.0044200E-03,1.874958483226E-02,-7.75775806932E-01,3.670999991043E-02
-7.0042360E-03,1.874590633976E-02,-7.75542468717E-01,3.670765314983E-02
-7.0040520E-03,1.874815219388E-02,-7.75525760790E-01,3.670990371877E-02
-7.0038680E-03,1.874406995325E-02,-7.75143029122E-01,3.670905329088E-02
-7.0036840E-03,1.874612660570E-02,-7.75590897491E-01,3.670849373831E-02
-7.0035000E-03,1.874730688127E-02,-7.75481057307E-01,3.670944608549E-02
-7.0033160E-03,1.874689949051E-02,-7.75283677457E-01,3.671006324036E-02
-7.0031320E-03,1.874898710594E-02,-7.75186677882E-01,3.670922208844E-02
-7.0029480E-03,1.875258396918E-02,-7.75467338925E-01,3.670832472188E-02
-7.0027640E-03,1.875129203851E-02,-7.75538645638E-01,3.670754916301E-02
-7.0025800E-03,1.875362447303E-02,-7.75487702293E-01,3.670791573158E-02
-7.0023960E-03,1.875005870083E-02,-7.75357352057E-01,3.670620187918E-02
-7.0022120E-03,1.875063579952E-02,-7.75681405747E-01,3.670410627300E-02
-7.0020280E-03,1.874451922792E-02,-7.75404607365E-01,3.670525247032E-02
-7.0018440E-03,1.873944631502E-02,-7.75306431996E-01,3.670671289587E-02
-7.0016600E-03,1.874090670448E-02,-7.75356050534E-01,3.670703251181E-02
-7.0014760E-03,1.874019551164E-02,-7.75478691747E-01,3.670510332366E-02
-7.0012920E-03,1.874117696964E-02,-7.75194412516E-01,3.670550776912E-02
-7.0011080E-03,1.874210637485E-02,-7.75288820686E-01,3.670626826385E-02
-7.0009240E-03,1.873887391252E-02,-7.75211956305E-01,3.670657342566E-02
-7.0007400E-03,1.874032528096E-02,-7.74722609157E-01,3.670716317637E-02
-7.0005560E-03,1.874137579304E-02,-7.75385813275E-01,3.670781115336E-02
-7.0003720E-03,1.874475942066E-02,-7.74908752600E-01,3.670826883322E-02
-7.0001880E-03,1.874523736028E-02,-7.75042434642E-01,3.671054781681E-02
-7.0000040E-03,1.874310777829E-02,-7.75133788073E-01,3.671100463519E-02
-6.9998200E-03,1.874113194485E-02,-7.75135811372E-01,3.671097518211E-02
-6.9996360E-03,1.874047038568E-02,-7.74972748430E-01,3.671138277544E-02
-6.9994520E-03,1.873985722036E-02,-7.75008429727E-01,3.671053396339E-02
-6.9992680E-03,1.873671148744E-02,-7.75037046941E-01,3.671091049245E-02
-6.9990840E-03,1.873372764982E-02,-7.75279924227E-01,3.671001456479E-02
-6.9989000E-03,1.873188237966E-02,-7.75394537440E-01,3.671138431212E-02
-6.9987160E-03,1.873292911172E-02,-7.75104379235E-01,3.671093893038E-02
-6.9985320E-03,1.873710838569E-02,-7.75204074988E-01,3.671068163855E-02
-6.9983480E-03,1.874094143699E-02,-7.74998054793E-01,3.671187592937E-02
-6.9981640E-03,1.873970764879E-02,-7.74765373161E-01,3.671151276013E-02
-6.9979800E-03,1.874090649494E-02,-7.74682341097E-01,3.671106281025E-02
-6.9977960E-03,1.874030128660E-02,-7.74917968037E-01,3.671082291553E-02
-6.9976120E-03,1.874332275431E-02,-7.75021938561E-01,3.671048540423E-02
-6.9974280E-03,1.874244829829E-02,-7.74825864891E-01,3.671125985948E-02
-6.9972440E-03,1.873683075843E-02,-7.74657761166E-01,3.671138759503E-02
-6.9970600E-03,1.873609992749E-02,-7.74794684211E-01,3.671246169401E-02
-6.9968760E-03,1.873488022786E-02,-7.74967120914E-01,3.671185165444E-02
-6.9966920E-03,1.873670796588E-02,-7.74881434580E-01,3.671205145573E-02
-6.9965080E-03,1.873740764757E-02,-7.75132095395E-01,3.671226836542E-02
-6.9963240E-03,1.874168249619E-02,-7.74432909628E-01,3.671082942082E-02
-6.9961400E-03,1.874219072590E-02,-7.74462460494E-01,3.671084136503E-02
-6.9959560E-03,1.874219573176E-02,-7.74840351613E-01,3.671133053290E-02
-6.9957720E-03,1.874283669124E-02,-7.74415191216E-01,3.671087054802E-02
-6.9955880E-03,1.873960234181E-02,-7.74182951963E-01,3.671131755026E-02
-6.9954040E-03,1.873775211934E-02,-7.74834782304E-01,3.670858820235E-02
-6.9952200E-03,1.874041097661E-02,-7.74724576576E-01,3.670830838183E-02
-6.9950360E-03,1.873940472099E-02,-7.74708103808E-01,3.670859464245E-02
-6.9948520E-03,1.873508058329E-02,-7.74373526173E-01,3.670896719011E-02
-6.9946680E-03,1.873767893835E-02,-7.74462816725E-01,3.670688493909E-02
-6.9944840E-03,1.873279470325E-02,-7.74475135794E-01,3.670982958550E-02
-6.9943000E-03,1.873380810212E-02,-7.74376811413E-01,3.670948634191E-02
